|clean_text|polarity|sentiment|created_at|id_str|user_location|screen_name|retweet_count|topic|followers
711|Blanco Al cajero del banco Deme 100 C mo los quiere Cuatro de 50 y dos de 20 El tipo empieza a p|0.0|neutral|2020-01-07 23:52:03|1214696229000687616|Madrid|Percebegallego|0|cajero|0
712|Jajajaja parce estaba tan mal que le pas la tarjeta d bito al cajero del transmilenio para que la recargara Soy una boleta|0.0|neutral|2020-01-07 23:50:02|1214695719048744962||pbllx_|0|cajero|0
713|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:49:42|1214695635703795715||gabyalenav|3294|cajero|0
714|RT Le cuentan y los acompa a hasta el cajero Constata el problema y les indica que debian hacer a quien llamar y esas cosas|0.0|neutral|2020-01-07 23:49:41|1214695631215833088||AmeliaSaxer|446|cajero|0
715|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:49:38|1214695619673165830||AleAlzuga|3294|cajero|0
716|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:49:22|1214695552895639552|P. Madryn - Chubut - Argentina|ChechiMh|3294|cajero|0
717|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:48:52|1214695427557212160||AmeliaSaxer|3294|cajero|0
718|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:47:46|1214695151383306241|Planeta Tierra|Etiger_|3294|cajero|0
719|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:47:22|1214695048866078720|buenos aires|sigrasituaz|3294|cajero|0
720|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:46:31|1214694833945751558|Buenos Aires, Argentina|NicoFerreira|3294|cajero|0
721|Ar hola hice una trasferencia hoy desde un cajero y todav a no llego al destino y todos los contactos est n bien|0.0|neutral|2020-01-07 23:46:21|1214694792363433984|Berazategui, Buenos Aires|YamisRiverPlate|0|cajero|0
722|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:46:14|1214694763166883840|REPUBLICA ARGENTINA|SergioR43833137|3294|cajero|0
723|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:46:13|1214694760990019584|Lafe|4urorita|3294|cajero|0
724|RT Tardas mas de 3 minutos en el cajero para extraer plata C RCEL|0.0|neutral|2020-01-07 23:45:44|1214694637581017088|Bahia Blanca|tomisangronis|1740|cajero|0
725|RT Le cuentan y los acompa a hasta el cajero Constata el problema y les indica que debian hacer a quien llamar y esas cosas|0.0|neutral|2020-01-07 23:45:33|1214694591959588864||patriciaenargen|446|cajero|0
726|RT Reci n vuelvo del banco Credicoop un solo cajero con efectivo adelante m o una Sra boliviana retiro con 4 tarjetas ta|0.0|neutral|2020-01-07 23:45:02|1214694464452730881|argentina|juanjoseurbina1|648|cajero|0
727|Que bronca me da tener que caminar hasta el cajero para cobrar pero m s bronca me da que lo que saco es para pagar cuentas no m s|0.0|neutral|2020-01-07 23:45:02|1214694462095577088||Ezequie61904670|0|cajero|0
728|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:44:54|1214694429283561472||armando_trivero|3294|cajero|0
729|RT Le cuentan y los acompa a hasta el cajero Constata el problema y les indica que debian hacer a quien llamar y esas cosas|0.0|neutral|2020-01-07 23:43:56|1214694187070902275||AdriIG2015|446|cajero|0
730|RT elrobyn Tiene experiencia trabajando como cajero Yo|0.0|neutral|2020-01-07 23:43:53|1214694174076878851||RigouLopez|759|cajero|0
731|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:43:53|1214694172680183809||AdriIG2015|3294|cajero|0
732|RT Lo que mira un cajero en un Black Friday|-0.16666666666666666|negative|2020-01-07 23:43:48|1214694152811810821||ordazgregorio|51|cajero|286
733|Hay que tener terrible cara de orto para trabajar de cajero no Sino no servis xd|-1.0|negative|2020-01-07 23:43:41|1214694123451625473|Río Negro, Argentina|SantiiG1998|0|cajero|194
734|no puedo acceder a un cajero automatico porque estamos en brasil me oodras brindar un numero para llamar desde aca gracias|0.0|neutral|2020-01-07 23:43:22|1214694044250640384|la.plata|monicajurinovic|0|cajero|0
735|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:43:07|1214693979335413766||JuanPobreza|3294|cajero|0
736|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:42:58|1214693941842448385|Corrientes, Argentina|gabitr21|3294|cajero|0
737|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:42:46|1214693892588802048||maiapisiskaia|3294|cajero|0
738|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:42:33|1214693836783534081||Carmenlucia69|3294|cajero|0
739|RT Te ha pasado que el cajero autom tico te exige sacar un monto de dinero para darte s lo billetes de 10 o 20 mil Eso podr a|0.0|neutral|2020-01-07 23:42:17|1214693772384243713||lizzlore|126|cajero|0
740|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:42:09|1214693736980123648|Rosario - Santa fe|ABorches|3294|cajero|0
741|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:42:02|1214693707594838021||Ramalcain|3294|cajero|0
742|RT Peter Pan Holi busco trabajo en lo que sea Soy empe oso y no le hago asco al trabajo jeje he sido cajero Barista recepcionist|0.0|neutral|2020-01-07 23:41:49|1214693652980797441|Ñuñoa, Chile|vicenteblo|315|cajero|0
743|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:41:36|1214693597171343361||ElDanideQuilmes|3294|cajero|0
744|RT Lo que mira un cajero en un Black Friday|-0.16666666666666666|negative|2020-01-07 23:41:23|1214693543417135105|Venezuela|SamirZallouha|51|cajero|818
745|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:41:09|1214693483421847553|zarate|natidi06|3294|cajero|0
746|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:40:41|1214693369626136576|Neuquén, Argentina|SDDESB|3294|cajero|0
747|RT Reci n vuelvo del banco Credicoop un solo cajero con efectivo adelante m o una Sra boliviana retiro con 4 tarjetas ta|0.0|neutral|2020-01-07 23:40:37|1214693352265932802||MartinP39777865|648|cajero|0
748|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:40:26|1214693305050681346||dalelau_daniel|3294|cajero|0
749|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:40:24|1214693297551290368|Asteroide B 612|letyouloveme|3294|cajero|0
750|El Guason mono era la novedad entre los que frecuentabamos la taquilla externa o el cajero automatico del Banco|0.0|neutral|2020-01-07 23:40:19|1214693273777901568|Puerto Ordáz, Venezuela|josebrujulo|0|cajero|0
751|RT Tiene experiencia trabajando como cajero Clarooooo|0.0|neutral|2020-01-07 23:40:07|1214693226688524293|Entre los Corrales|ElRancheroLoco|37|cajero|0
752|Hola gracias por tu contacto Pod s desbloquearte retirando un ticket de un cajero o comunic ndot|0.0|neutral|2020-01-07 23:39:29|1214693067208437761|Argentina|BPResponde|0|cajero|0
753|RT La primera vez en la historia de Espa a que un vicepresidente coloca a su se ora de ministra Ni en la poca de Godoy Yo ta|0.0|neutral|2020-01-07 23:39:19|1214693022820118529|Valencia, Ibiza, España 🇪🇸|palletervcf|4|cajero|0
754|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:39:08|1214692977412624384||soleriq|3294|cajero|0
755|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:38:54|1214692918826590212|Moron buenos aires|Jorgepatagonia1|3294|cajero|0
756|A principios de siglo ingrese dinero en efectivo en la cuenta para tener suficientes para la matr cu|0.0|neutral|2020-01-07 23:38:39|1214692855735816195|Madrid|Elrond3|0|cajero|0
757|Gente de su cajero se qued mis vueltas Qu hago|0.0|neutral|2020-01-07 23:38:36|1214692842062434304||_zorrox|0|cajero|0
758|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:37:47|1214692636612792320|Ciudad Autónoma de Buenos Aire|BettyCATALINA|3294|cajero|0
759|RT Me irrita que el cajero espere a qu pongas que quer s sacar plata cu nto quer s sacar y la mar en coche para decirte AH N|0.0|neutral|2020-01-07 23:37:44|1214692623929266177|Lanus|Marianabp14|41|cajero|0
760|Ahy que feo la se o esta haciendo problemas a mi cajero No se ora no se lo permito|0.0|neutral|2020-01-07 23:37:41|1214692614341046274|I purple u 🌈💜|Yoongi_pro|0|cajero|146
761|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:37:37|1214692594820747270||julio_alem|3294|cajero|0
762|RT Tardas mas de 3 minutos en el cajero para extraer plata C RCEL|0.0|neutral|2020-01-07 23:37:18|1214692516160778240|Mar del Plata, Argentina|yotrasyerbas|1740|cajero|0
763|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:36:35|1214692336887848961||ritalascala|3294|cajero|0
764|Nooo estoy en el super y el cajero es hermoso me flecho|0.3333333333333333|positive|2020-01-07 23:35:32|1214692070830608384|I purple u 🌈💜|Yoongi_pro|0|cajero|146
765|RT Peter Pan Holi busco trabajo en lo que sea Soy empe oso y no le hago asco al trabajo jeje he sido cajero Barista recepcionist|0.0|neutral|2020-01-07 23:35:19|1214692019286814731|Santiago, Chile|valedm6|315|cajero|0
766|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:35:04|1214691952987398147||EnofiloApasiona|3294|cajero|0
767|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:34:33|1214691823144312837||gisediap|3294|cajero|0
768|RT Peter Pan Holi busco trabajo en lo que sea Soy empe oso y no le hago asco al trabajo jeje he sido cajero Barista recepcionist|0.0|neutral|2020-01-07 23:34:31|1214691817767292933||Guifro|315|cajero|0
769|RT el cajero se trag tu tarjeta emocionalmente|0.0|neutral|2020-01-07 23:34:16|1214691755116945408|ig: moonrisesadness|davv_stephens|3|cajero|0
770|Que mierda hace una persona m s de 10 minutos dentro de un cajero|0.0|neutral|2020-01-07 23:34:14|1214691745646202880||lailaperez19|0|cajero|0
771|RT Reconocimos a Mora Jacobo que forma parte de la y ayud econ micamente a Carlos y Edith cuando tuvieron in|0.0|neutral|2020-01-07 23:34:10|1214691730072715265|San Lorenzo-Santa Fe -Arg|EGR64|10|cajero|0
772|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:33:49|1214691639572258816||RitaFerraro16|3294|cajero|0
773|RT Encontr esta tarjeta en el cajero de Banco naci n que est en ciudad universitaria|0.0|neutral|2020-01-07 23:33:42|1214691609327079424||Guille_de_Ipola|7|cajero|0
774|RT delpuerto Excelente El hecho de dejar solo billetes de 10 y 20 mil es para evitar tener que cargar el cajero de manera m|0.0|neutral|2020-01-07 23:33:16|1214691500883369988||Spiga82718965|1|cajero|0
775|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:33:12|1214691483451834368|Buenos Aires, Argentina|pincha69|3294|cajero|0
776|RT Te ha pasado que el cajero autom tico te exige sacar un monto de dinero para darte s lo billetes de 10 o 20 mil Eso podr a|0.0|neutral|2020-01-07 23:32:50|1214691391583989760|via lactea, tercer planeta.|lunavegan|126|cajero|0
777|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:32:12|1214691233009983495|Buenos Aires. Argentina|GERRCHO|3294|cajero|0
778|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:32:04|1214691199459700737|San Lorenzo-Santa Fe -Arg|EGR64|3294|cajero|0
779|RT Reci n vuelvo del banco Credicoop un solo cajero con efectivo adelante m o una Sra boliviana retiro con 4 tarjetas ta|0.0|neutral|2020-01-07 23:31:52|1214691150231228418||gusjav21|648|cajero|0
780|RT Pitufeo moqueguano pas desapercibido Pq fiscales no allanan oficinas y domicilio Quien blinda y mantiene inmunidad|0.0|neutral|2020-01-07 23:31:20|1214691014985895937|La Molina, Peru|josepimentelali|42|cajero|0
781|RT Si tardas m s de 4 minutos en el cajero autom tico no est s preparado para vivir en sociedad|0.0|neutral|2020-01-07 23:31:16|1214690997000704001|Argentina|Guadiitaaaaa|2624|cajero|0
782|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:30:58|1214690923059302405|Argentina|aiamsorri|3294|cajero|0
783|RT Unas personas mayores de vacaciones en traslasierras fueron a sacar dinero al cajero Les traga la tarjeta Sin mas medi|0.0|neutral|2020-01-07 23:30:25|1214690785913921538||Blansh19|3294|cajero|0
784|Econom a Sab asQue en M xico alrededor de 21 millones de personas no cuentan con infraestructura financiera c|0.0|neutral|2020-01-07 23:30:00|1214690678573277184|México, Distrito Federal|VertigoPolitico|0|cajero|0
785|Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil|0.0|neutral|2020-01-08 23:58:32|1215060248471322624|Extremadura|tabletismo|0|bankinter|0
786|Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil|0.0|neutral|2020-01-08 23:17:16|1215049862766612480|México|XatakandroidMex|0|bankinter|0
787|Y en Bankinter ni te cuento|0.0|neutral|2020-01-08 23:15:32|1215049426185736198|A Coruña|agarciaportela|0|bankinter|0
788|lt CDATA Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil gt|0.0|neutral|2020-01-08 23:10:46|1215048225260036101||tolobre|0|bankinter|0
789|Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil Xataca android|0.0|neutral|2020-01-08 23:08:12|1215047579530121216|Rancagua Ñuñoa Santiago Chile|jmfredes|0|bankinter|0
790|Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil|0.0|neutral|2020-01-08 23:05:56|1215047010002317314||calidelaguardia|0|bankinter|0
791|Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil|0.0|neutral|2020-01-08 22:39:20|1215040316144783361|España y Latam|xatakandroidRSS|0|bankinter|0
792|RT Android Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil|0.0|neutral|2020-01-08 22:31:07|1215038246981447682||BtzMedina|2|bankinter|0
793|Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil Ver|0.0|neutral|2020-01-08 22:30:47|1215038163338637314|Elche, Alicante|ANDROIDECURIOSO|0|bankinter|0
794|Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil xatakandroid|0.0|neutral|2020-01-08 22:30:29|1215038089254621186|Android world|Blogs_Android|2|bankinter|0
795|Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil|0.0|neutral|2020-01-08 22:28:32|1215037600177606656|Lima, Peru|cibermedico|0|bankinter|0
796|como la hab is cagado quitando la cuenta de COINC y haci ndolo todo m s complicado|0.0|neutral|2020-01-08 22:24:24|1215036559310938112|Almería, España|FranDomene91|0|bankinter|0
797|Desistir nunca ser a op o Eu por acaso tive uma oportunidade no Bankinter infelizmente era em Estoril|0.0|neutral|2020-01-08 22:17:44|1215034880867864576|Moita, Portugal|aureacs35|0|bankinter|0
798|RT Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil|0.0|neutral|2020-01-08 22:16:29|1215034564780814336||freddy_amd8|1|bankinter|0
799|Google Pay ya permite vincular las tarjetas de Bankinter y Carrefour Pass para pagar con el m vil|0.0|neutral|2020-01-08 22:05:13|1215031729385291776||xatakandroid|1|bankinter|0
800|Audio de mi Consultorio de bolsa semanal de este martes en Capital Radio Analic Ibex Eurostoxx5|0.0|neutral|2020-01-08 21:48:25|1215027501619130369||DavidGalanBolsa|0|bankinter|0
801|Taxa fixa ganha for a no cr dito habita o Bankinter oferece 1 5 a 30 anos via pt|0.0|neutral|2020-01-08 20:32:18|1215008347402969091||LRislandGirl|0|bankinter|0
802|Inviertes en Bolsa Descubre las acciones seleccionadas por el departamento de an lisis de Bankinter en sus carte|0.0|neutral|2020-01-08 20:29:53|1215007740902420482||mikicoelosan|0|bankinter|0
803|RT En tiempos en los que el brutalismo prevalec a Bankinter apostaba por la precisi n y la calidad Edificio Bankint|0.0|neutral|2020-01-08 20:23:44|1215006189957738496|Los Angeles, CA|AlvarezA9|18|bankinter|0
804|Puedes presentarte a mejordirectivocyl20 hasta el pr ximo 2 4 Env anos tu candidatura a premiosdirectivos|0.0|neutral|2020-01-08 20:15:17|1215004064884412421||lalcaldeg|0|bankinter|0
805|Me puedo jubilar si no llego a los a os m nimos trabajados Para situaciones excepciones existe lo que se conoce|0.0|neutral|2020-01-08 20:15:16|1215004059498926080|España|Bankinter|0|bankinter|59645
806|RT En tiempos en los que el brutalismo prevalec a Bankinter apostaba por la precisi n y la calidad Edificio Bankint|0.0|neutral|2020-01-08 20:14:53|1215003965479366662|De un lugar de la Mancha|Speedmaster72|18|bankinter|0
807|RT En tiempos en los que el brutalismo prevalec a Bankinter apostaba por la precisi n y la calidad Edificio Bankint|0.0|neutral|2020-01-08 19:44:45|1214996382228131840|Madrid, España|AIBarchitecture|18|bankinter|0
808|Curiosidad sabes qu relaci n tiene el ciclo vital de las personas respecto a la vivienda|0.1|positive|2020-01-08 19:30:34|1214992811092840448|España|Bankinter|0|bankinter|59645
809|prx Real como la vida misma a veces he tenido la pesadilla de que me llaman de bankinter para ejecuta|0.2|positive|2020-01-08 18:54:49|1214983816982466561||hartiacar|0|bankinter|76
810|RT Bankinter en el top 10 de los bancos europeos m s rentables seg n el diario Expansion|0.5|positive|2020-01-08 18:47:44|1214982030678773763||pilarmartinfri1|4|bankinter|2336
811|Tienes hijos menores con edades entre 10 a 13 a os La gu a de mediaci n parental INCIBE proporciona instrumentos|0.0|neutral|2020-01-08 18:45:09|1214981384063856640|España|Bankinter|0|bankinter|59645
812|RT En tiempos en los que el brutalismo prevalec a Bankinter apostaba por la precisi n y la calidad Edificio Bankint|0.0|neutral|2020-01-08 18:38:11|1214979631318740992|Estella _ Navarra|stepienybarno|18|bankinter|0
813|RT En tiempos en los que el brutalismo prevalec a Bankinter apostaba por la precisi n y la calidad Edificio Bankint|0.0|neutral|2020-01-08 18:05:35|1214971425083330560||Marialovessea|18|bankinter|0
814|con sede en Alcobendas en el top 10 de los bancos europeos m s rentables v|0.5|positive|2020-01-08 18:05:00|1214971277439422464|Alcobendas, España|AlcobendasHub|0|bankinter|838
815|Calculadoras c mo calculo el sueldo neto mensual a partir del salario bruto|0.0|neutral|2020-01-08 18:00:39|1214970182998876160|España|Bankinter|0|bankinter|59645
816|En Metavalor hemos reducido posiciones en Acelor aunque seguimos teniendo una posici n hem|0.0|neutral|2020-01-08 17:46:57|1214966734903488513|María de Molina 39, Madrid|Metagestion|0|bankinter|0
817|es Si hago la migraci n puedo acogerme a la oferta de Cuenta N mina de Bankinter|0.0|neutral|2020-01-08 17:17:05|1214959220103233537|Barcelona, España|cayetanoSM|0|bankinter|0
818|Descubre el cargo por combustible en el billete de avi n gt|0.0|neutral|2020-01-08 17:15:15|1214958759530958848|España|Bankinter|0|bankinter|59645
819|gracias a por el apoyo un a o m s a los refugiados|0.0|neutral|2020-01-08 16:32:07|1214947905628450816|guadalajara,spain|supersevi|0|bankinter|0
820|RT Se entregan las donaciones de la Tarjeta Bankinter Solidarios a las fundaciones que casi llegan a la final a las que se rec|0.0|neutral|2020-01-08 16:31:05|1214947644323303424|guadalajara,spain|supersevi|1|bankinter|0
821|Te gustan los descuentos Bankinter ofrece 125 descuentos para sus clientes con tarjeta Bankinter Conoce m s|0.0|neutral|2020-01-08 16:30:35|1214947516334129152|España|Bankinter|0|bankinter|59645
822|Inviertes en Bolsa Descubre las acciones seleccionadas por el departamento de an lisis de Bankinter en sus carte|0.0|neutral|2020-01-08 16:24:10|1214945900826693632|España|jvillaes|0|bankinter|0
823|RT Trabajadores de 73 empresas han logrado que UnaSonrisaporNavidad bata el r cord Con la colaboraci n especial de|0.0|neutral|2020-01-08 16:23:32|1214945743963918337|Zaragoza|pericoherraiz|1|bankinter|0
824|Conoce las claves que mover n los mercados esta semana de la mano de nForcada director de an lisis de Bankint|0.0|neutral|2020-01-08 15:57:44|1214939249243541504||FNUEDA|0|bankinter|100
825|Inviertes en Bolsa Descubre las acciones seleccionadas por el departamento de an lisis de Bankinter en sus carte|0.0|neutral|2020-01-08 15:57:15|1214939129714221056||FNUEDA|0|bankinter|100
826|En poco m s de un mes finaliza la integraci n de COINC en Bankinter Has migrado ya tu cuenta Podr s seguir acc|0.0|neutral|2020-01-08 15:55:09|1214938600808300547||COINC_es|0|bankinter|0
827|RT En tiempos en los que el brutalismo prevalec a Bankinter apostaba por la precisi n y la calidad Edificio Bankint|0.0|neutral|2020-01-08 15:53:06|1214938083935821824|le monde , The World , Die Welt , il mondo etc.......|giocaillet|18|bankinter|0
828|Qu es un cheque y qu tipos existen Te lo explicamos en este art culo gt|0.0|neutral|2020-01-08 15:45:11|1214936091956002816|España|Bankinter|0|bankinter|59645
829|Vete a D dalo Al lado del bankinter de la plaza del chicharro A m me pillaron uno super guapo ah de plata|0.3333333333333333|positive|2020-01-08 15:20:26|1214929864949665795|Islas Canarias, España|TrueGaxArtz|0|bankinter|7882
830|Conoce aqu la diferencia entre los BonosDelEstado y las LetrasDelTesoro|0.0|neutral|2020-01-08 15:00:35|1214924868615069697|España|Bankinter|0|bankinter|59645
831|Siguen corriendo los intereses que tendr que pagar la entidad bancaria as que como dices paciencia|0.0|neutral|2020-01-08 14:39:45|1214919627375042560|Sevilla|ANTONIOLUISCAMP|0|bankinter|0
832|Porque un buen plan siempre puede ser mejor Por ser cliente de la oficina Bankinter Partnet 6017 de Link Securiti|0.0|neutral|2020-01-08 14:36:53|1214918903299821568|Madrid y Barcelona|LinkSecurities|0|bankinter|0
833|RT HMD La AP 28 bis de Madrid da la raz n a un socio de ASUFIN contra Nueve a os despu s de la firma del pr stamo|0.0|neutral|2020-01-08 14:19:46|1214914597506953217||bcanoras|5|bankinter|0
834|RT HMD La AP 28 bis de Madrid da la raz n a un socio de ASUFIN contra Nueve a os despu s de la firma del pr stamo|0.0|neutral|2020-01-08 14:19:04|1214914418557030406|Madrid|WonderWomanPSR|5|bankinter|0
835|Conoce cu les son los aspectos a tener en cuenta al elegir la mejor cuenta n mina finanzasparajovenes|0.0|neutral|2020-01-08 14:15:14|1214913453846155269|España|Bankinter|0|bankinter|59645
836|Sucede lo mismo para mi caso contra Paciencia|0.0|neutral|2020-01-08 14:10:51|1214912354040893441|Sevilla, España|jorgecortes74|0|bankinter|0
837|RT En tiempos en los que el brutalismo prevalec a Bankinter apostaba por la precisi n y la calidad Edificio Bankint|0.0|neutral|2020-01-08 13:55:42|1214908540474789888|Guatemala|AArqs|18|bankinter|0
838|RT HMD La AP 28 bis de Madrid da la raz n a un socio de ASUFIN contra Nueve a os despu s de la firma del pr stamo|0.0|neutral|2020-01-08 13:53:42|1214908035031863297|Madrid|ALGALLARDO|5|bankinter|0
839|RT HMD La AP 28 bis de Madrid da la raz n a un socio de ASUFIN contra Nueve a os despu s de la firma del pr stamo|0.0|neutral|2020-01-08 13:49:46|1214907046832807936|Madrid|FernandoJGavin|5|bankinter|0
840|RT HMD La AP 28 bis de Madrid da la raz n a un socio de ASUFIN contra Nueve a os despu s de la firma del pr stamo|0.0|neutral|2020-01-08 13:40:46|1214904782583939072|Madrid, Comunidad de Madrid|ElSenala|5|bankinter|0
841|HMD La AP 28 bis de Madrid da la raz n a un socio de ASUFIN contra Nueve a os despu s de la firma d|0.0|neutral|2020-01-08 13:39:12|1214904388826927104|Madrid, España|asufin_|5|bankinter|0
842|La rebajas de enero son una buena forma de empezar el a o cu ndo comienzan y terminan las rebajas de invierno|0.0|neutral|2020-01-08 13:30:23|1214902169356378113|España|Bankinter|0|bankinter|59645
843|RT One Y por 60 al mes acceso al ERP para PYMES mejor valorado por sus clientes Increible|0.0|neutral|2020-01-08 12:55:10|1214893308176142336|Argentina|b1marketplace|11|bankinter|0
844|RT One Y por 60 al mes acceso al ERP para PYMES mejor valorado por sus clientes Increible|0.0|neutral|2020-01-08 12:49:24|1214891855046987776|Madrid, Comunidad de Madrid|AmalioFD|11|bankinter|0
845|RT Qu son los adeudos directos SEPA Desc brelo aqu|0.0|neutral|2020-01-08 12:47:45|1214891441585082370|Madrid, Spain|BusinessOnClou1|3|bankinter|0
846|RT One Y por 60 al mes acceso al ERP para PYMES mejor valorado por sus clientes Increible|0.0|neutral|2020-01-08 12:46:51|1214891214283120641|Madrid, Spain|BusinessOnClou1|11|bankinter|0
847|Conoce aqu la Rentabilidad de los fondosdeinversi n en 2019|0.0|neutral|2020-01-08 12:45:08|1214890779254099975|España|Bankinter|0|bankinter|59645
848|Seg n el pron stico del equipo de an lisis de Bankinter en la estrategia de inversi n que ha publicado de cara al p|0.0|neutral|2020-01-08 12:39:15|1214889300199985155|Comunidad de Madrid, España|inmoversion|0|bankinter|0
849|Trabajadores de 73 empresas han logrado que UnaSonrisaporNavidad bata el r cord Con la colaboraci n especial de|0.0|neutral|2020-01-08 12:32:56|1214887710059638784||cooperacion|1|bankinter|0
850|RT Bankinter choca con los 6 80 euros|0.0|neutral|2020-01-08 12:15:48|1214883400525459456||Jose26371251|1|bankinter|0
851|RT En tiempos en los que el brutalismo prevalec a Bankinter apostaba por la precisi n y la calidad Edificio Bankint|0.0|neutral|2020-01-08 12:11:25|1214882294890221568|Barcelona, Spain|construmatica|18|bankinter|0
